Postal Code,Region,Category,Sub-Category,Sales,Quantity
28314,South,Furniture,Furnishings,4.928,2
28314,South,Office Supplies,Binders,7.23,5
90045,West,Office Supplies,Storage,323.1,2
10035,East,Office Supplies,Paper,19.04,4
10035,East,Office Supplies,Binders,13.128,3
10035,East,Office Supplies,Art,64.14,3
10035,East,Furniture,Chairs,858.24,4
71901,South,Technology,Accessories,29.99,1
60505,Central,Office Supplies,Paper,186.048,6
27604,South,Technology,Phones,36.792,1
27604,South,Furniture,Furnishings,18.624,8
74133,Central,Furniture,Furnishings,57.69,3
74133,Central,Office Supplies,Binders,42.81,3
74133,Central,Office Supplies,Paper,12.96,2
74133,Central,Furniture,Furnishings,821.88,6
74133,Central,Technology,Phones,104.85,3
92345,West,Furniture,Bookcases,424.9575,5
84604,West,Office Supplies,Binders,10.776,3
84604,West,Office Supplies,Binders,11.784,3
84604,West,Office Supplies,Paper,164.88,3
84604,West,Furniture,Bookcases,1292.94,3
84604,West,Office Supplies,Binders,25.584,2
84604,West,Office Supplies,Storage,261.74,2
84604,West,Office Supplies,Labels,14.4,5
94110,West,Office Supplies,Envelopes,10.86,3
85234,West,Furniture,Chairs,883.84,4
10035,East,Technology,Phones,1979.89,11
10035,East,Office Supplies,Envelopes,79.96,2
65807,Central,Office Supplies,Binders,8.76,2
38109,South,Office Supplies,Labels,3.984,1
38109,South,Furniture,Tables,370.62,3
38109,South,Office Supplies,Binders,2.742,2
79109,Central,Technology,Accessories,79.512,3
79109,Central,Office Supplies,Paper,28.352,1
90045,West,Furniture,Chairs,40.784,1
90045,West,Office Supplies,Appliances,105.96,4
1852,East,Office Supplies,Paper,166.44,3
1852,East,Furniture,Chairs,785.88,6
1852,East,Office Supplies,Paper,26.2,2
1852,East,Office Supplies,Storage,1325.85,5
92024,West,Office Supplies,Paper,166.44,3
28806,South,Office Supplies,Art,8.76,5
28806,South,Office Supplies,Appliances,43.584,1
81001,West,Office Supplies,Binders,11.088,7
81001,West,Office Supplies,Binders,25.164,2
49201,Central,Office Supplies,Binders,14.4,5
49201,Central,Technology,Accessories,619.95,5
49201,Central,Office Supplies,Binders,89.52,4
49201,Central,Technology,Machines,350.973,3
49201,Central,Technology,Phones,164.99,1
90004,West,Office Supplies,Binders,312.552,9
27360,South,Office Supplies,Envelopes,95.952,3
27360,South,Office Supplies,Binders,3.204,2
61604,Central,Office Supplies,Binders,3.98,5
90032,West,Office Supplies,Paper,15.7,5
60653,Central,Office Supplies,Art,5.248,4
19134,East,Office Supplies,Binders,5.346,3
80112,West,Office Supplies,Paper,15.48,3
80112,West,Technology,Phones,108.576,3
98115,West,Furniture,Furnishings,109.9,5
33012,South,Furniture,Furnishings,15.384,1
43130,East,Office Supplies,Paper,30.352,2
32216,South,Technology,Machines,821.3,4
32216,South,Technology,Machines,22638.48,6
32216,South,Office Supplies,Paper,21.376,4
32216,South,Office Supplies,Art,8.016,3
32216,South,Furniture,Furnishings,30.768,2
32216,South,Office Supplies,Fasteners,18.936,3
32216,South,Furniture,Furnishings,122.352,3
21215,East,Office Supplies,Paper,116.28,3
10009,East,Technology,Accessories,132.6,6
88220,West,Office Supplies,Supplies,16.68,2
88220,West,Office Supplies,Paper,19.44,3
88220,West,Office Supplies,Paper,192.16,4
90049,West,Furniture,Furnishings,227.36,7
90049,West,Technology,Machines,1919.976,3
32216,South,Office Supplies,Binders,12.828,2
44107,East,Furniture,Furnishings,45.888,4
12180,East,Office Supplies,Art,60.12,9
28403,South,Technology,Phones,302.376,3
98105,West,Office Supplies,Art,13.9,5
10024,East,Technology,Phones,129.98,2
31907,South,Technology,Accessories,71.98,2
10024,East,Technology,Phones,377.97,3
92627,West,Office Supplies,Storage,124.36,2
77095,Central,Furniture,Furnishings,23.976,3
27511,South,Office Supplies,Fasteners,8.376,3
27511,South,Office Supplies,Appliances,58.24,5
22304,South,Office Supplies,Storage,81.2,5
94591,West,Office Supplies,Labels,14.45,5
94591,West,Office Supplies,Binders,95.648,2
19120,East,Technology,Phones,359.97,5
19120,East,Furniture,Tables,350.352,4
43615,East,Office Supplies,Binders,1.641,1
43615,East,Technology,Phones,629.958,7
98105,West,Office Supplies,Art,6.63,3
98105,West,Technology,Accessories,799.96,4
98105,West,Furniture,Furnishings,107.53,1
7060,East,Technology,Phones,73.98,2
7060,East,Office Supplies,Art,5.58,1
88001,West,Office Supplies,Paper,49.12,4
19711,East,Technology,Phones,377.97,3
19711,East,Office Supplies,Paper,42.28,7
19711,East,Furniture,Bookcases,299.97,3
19711,East,Technology,Phones,89.98,2
35244,South,Office Supplies,Supplies,477.24,4
35244,South,Technology,Accessories,25.98,2
43055,East,Office Supplies,Envelopes,46.72,5
92037,West,Furniture,Furnishings,35.34,2
94122,West,Furniture,Furnishings,257.64,6
94122,West,Technology,Phones,125.976,3
28540,South,Technology,Accessories,79.992,1
2038,East,Furniture,Tables,700.056,3
75034,Central,Technology,Accessories,27.168,4
32303,South,Office Supplies,Binders,8.226,3
98115,West,Furniture,Chairs,585.552,3
95687,West,Office Supplies,Storage,423.28,11
90008,West,Furniture,Chairs,225.296,2
94122,West,Office Supplies,Art,5.56,2
94122,West,Technology,Accessories,323.37,3
94122,West,Technology,Phones,783.96,5
94122,West,Office Supplies,Appliances,1447.65,5
94122,West,Office Supplies,Paper,11.96,2
10035,East,Technology,Accessories,239.97,3
31907,South,Furniture,Furnishings,76.92,4
31907,South,Office Supplies,Storage,481.32,4
84107,West,Office Supplies,Paper,48.4,5
94110,West,Technology,Accessories,0.99,1
94110,West,Office Supplies,Binders,101.84,5
19140,East,Office Supplies,Binders,10.332,3
19140,East,Office Supplies,Binders,31.155,5
19140,East,Office Supplies,Storage,8.928,2
19134,East,Office Supplies,Appliances,34.384,1
19134,East,Office Supplies,Appliances,1924.16,8
75220,Central,Office Supplies,Appliances,32.192,2
75220,Central,Technology,Accessories,50.12,7
75220,Central,Technology,Accessories,47.976,3
53186,Central,Office Supplies,Storage,54.5,5
33311,South,Furniture,Furnishings,19.104,3
48205,Central,Office Supplies,Binders,49.44,3
45503,East,Office Supplies,Paper,10.368,2
92037,West,Office Supplies,Storage,154.44,3
80906,West,Office Supplies,Appliances,60.984,7
93309,West,Furniture,Bookcases,195.466,2
33068,South,Furniture,Furnishings,23.68,8
33068,South,Technology,Accessories,2.376,3
10035,East,Office Supplies,Labels,59.2,4
55044,Central,Office Supplies,Art,22,10
48234,Central,Technology,Phones,257.98,2
19134,East,Technology,Phones,23.988,2
45373,East,Technology,Phones,23.976,4
90036,West,Furniture,Chairs,601.536,4
90036,West,Office Supplies,Fasteners,7.9,2
78415,Central,Furniture,Furnishings,58.36,5
78415,Central,Office Supplies,Art,16.464,7
78415,Central,Furniture,Furnishings,39.96,5
68104,Central,Office Supplies,Appliances,25.96,2
68104,Central,Office Supplies,Appliances,36.27,3
68104,Central,Office Supplies,Paper,6.48,1
90278,West,Technology,Phones,1075.088,14
90278,West,Technology,Phones,438.368,4
90278,West,Office Supplies,Binders,18.088,7
90278,West,Furniture,Bookcases,308.499,3
72209,South,Office Supplies,Art,13.36,4
72209,South,Office Supplies,Paper,39.96,2
72209,South,Office Supplies,Binders,145.85,5
33180,South,Technology,Phones,783.96,5
97301,West,Office Supplies,Art,7.88,1
88001,West,Furniture,Furnishings,41.37,3
94122,West,Office Supplies,Paper,12.84,3
94122,West,Office Supplies,Paper,25.68,6
79907,Central,Furniture,Chairs,47.516,2
98115,West,Office Supplies,Fasteners,9.42,2
98115,West,Office Supplies,Paper,12.96,2
98115,West,Furniture,Bookcases,704.9,5
98115,West,Furniture,Chairs,561.568,2
53209,Central,Office Supplies,Paper,179.82,9
53209,Central,Furniture,Furnishings,185.58,6
53209,Central,Furniture,Tables,214.11,3
53209,Central,Technology,Accessories,999.96,4
53209,Central,Furniture,Tables,653.55,3
2038,East,Office Supplies,Binders,114.6,5
2038,East,Furniture,Chairs,60.74,1
2038,East,Furniture,Furnishings,124.36,2
2038,East,Office Supplies,Storage,1088.76,6
92024,West,Office Supplies,Binders,6.72,5
92024,West,Furniture,Tables,298.776,3
92804,West,Technology,Phones,302.376,3
76017,Central,Office Supplies,Art,8.928,2
76017,Central,Office Supplies,Storage,47.584,2
77041,Central,Office Supplies,Paper,33.792,8
77041,Central,Furniture,Bookcases,300.5328,2
77041,Central,Office Supplies,Binders,2.724,2
77041,Central,Office Supplies,Envelopes,3.264,2
43130,East,Office Supplies,Paper,108.336,6
43130,East,Office Supplies,Storage,55.92,5
43130,East,Office Supplies,Paper,78.304,2
97206,West,Office Supplies,Storage,443.92,5
97206,West,Technology,Phones,155.976,3
35244,South,Office Supplies,Art,15.47,7
35244,South,Office Supplies,Binders,7.16,2
90036,West,Office Supplies,Appliances,10.89,1
90036,West,Office Supplies,Paper,19.44,3
90036,West,Office Supplies,Binders,121.6,5
32303,South,Technology,Machines,695.7,2
10009,East,Office Supplies,Storage,120.33,1
23320,South,Furniture,Chairs,1139.92,4
28314,South,Office Supplies,Paper,229.544,7
77340,Central,Office Supplies,Storage,143.728,2
19140,East,Technology,Accessories,36.048,3
60098,Central,Furniture,Chairs,845.488,8
2149,East,Office Supplies,Art,50.94,3
60653,Central,Office Supplies,Binders,762.594,3
30076,South,Furniture,Furnishings,56.28,6
30076,South,Office Supplies,Binders,2690.97,3
32137,South,Office Supplies,Binders,7.434,6
19120,East,Office Supplies,Storage,64.784,1
47201,Central,Office Supplies,Paper,28.16,4
11572,East,Furniture,Furnishings,14.98,1
11572,East,Furniture,Furnishings,20.32,4
2038,East,Office Supplies,Storage,40.29,3
57103,Central,Office Supplies,Labels,20.23,7
92037,West,Furniture,Chairs,1603.136,4
28314,South,Furniture,Chairs,225.296,2
30318,South,Technology,Accessories,67.8,4
30318,South,Technology,Phones,377.97,3
30318,South,Furniture,Bookcases,1628.82,9
30318,South,Office Supplies,Paper,286.93,7
32839,South,Office Supplies,Paper,20.736,4
94122,West,Office Supplies,Storage,31.44,3
94122,West,Office Supplies,Appliances,83.79,7
94122,West,Office Supplies,Art,59.52,3
94122,West,Office Supplies,Supplies,31.92,4
43615,East,Office Supplies,Supplies,14.72,5
43615,East,Office Supplies,Storage,38.976,3
33710,South,Furniture,Furnishings,17.088,2
85705,West,Office Supplies,Paper,74.352,3
85705,West,Furniture,Chairs,314.352,3
90036,West,Office Supplies,Art,4.26,1
92105,West,Office Supplies,Storage,811.28,8
10035,East,Office Supplies,Fasteners,6.03,3
92037,West,Furniture,Chairs,153.568,2
92037,West,Furniture,Chairs,1013.488,7
7090,East,Office Supplies,Envelopes,52.34,2
7090,East,Office Supplies,Art,4.66,2
7090,East,Technology,Accessories,254.97,3
7050,East,Office Supplies,Binders,25.44,6
7050,East,Office Supplies,Supplies,27.93,3
60098,Central,Office Supplies,Binders,8.85,5
94110,West,Furniture,Furnishings,6.96,4
94122,West,Office Supplies,Binders,17.456,2
85281,West,Furniture,Chairs,307.92,5
90008,West,Office Supplies,Art,6.63,3
90008,West,Office Supplies,Paper,12.96,2
90008,West,Office Supplies,Paper,32.4,5
98105,West,Office Supplies,Paper,23.85,5
70601,South,Furniture,Chairs,51.96,2
70601,South,Office Supplies,Binders,17.94,3
14609,East,Office Supplies,Paper,11.56,2
14609,East,Office Supplies,Paper,26.4,5
14609,East,Furniture,Furnishings,69.08,11
14609,East,Technology,Phones,35.88,3
11561,East,Office Supplies,Art,49.65,5
28205,South,Technology,Copiers,959.968,4
77036,Central,Furniture,Chairs,408.422,2
10035,East,Technology,Copiers,479.984,2
10035,East,Office Supplies,Labels,12.6,4
31907,South,Office Supplies,Paper,184.66,7
60610,Central,Office Supplies,Paper,23.12,5
60035,Central,Office Supplies,Paper,37.464,7
60035,Central,Furniture,Chairs,539.658,3
98115,West,Office Supplies,Storage,310.12,2
55122,Central,Office Supplies,Paper,8.56,2
55122,Central,Office Supplies,Storage,52.4,5
55122,Central,Office Supplies,Labels,14.94,3
98103,West,Office Supplies,Fasteners,11.22,3
33065,South,Office Supplies,Appliances,387.136,4
11550,East,Office Supplies,Envelopes,41.4,5
11550,East,Office Supplies,Art,35,4
11550,East,Office Supplies,Binders,39.552,3
46060,Central,Technology,Phones,135.72,3
46060,Central,Office Supplies,Binders,12.56,2
46060,Central,Technology,Phones,263.96,4
75220,Central,Office Supplies,Art,5.952,1
19140,East,Office Supplies,Fasteners,15.8,5
19140,East,Furniture,Furnishings,14.368,2
19140,East,Furniture,Furnishings,70.448,7
94109,West,Office Supplies,Storage,129.3,2
78745,Central,Office Supplies,Binders,3.882,3
48234,Central,Office Supplies,Fasteners,6.08,1
13601,East,Office Supplies,Appliances,19.9,1
13601,East,Furniture,Furnishings,70.71,1
31907,South,Furniture,Furnishings,18.84,3
55124,Central,Office Supplies,Art,8.64,3
27217,South,Office Supplies,Binders,1633.188,4
48601,Central,Furniture,Furnishings,19.76,4
94109,West,Office Supplies,Binders,6.608,2
94109,West,Office Supplies,Binders,7.28,2
94109,West,Furniture,Chairs,144.784,1
98105,West,Technology,Phones,156.792,1
98105,West,Technology,Phones,431.976,3
98105,West,Office Supplies,Envelopes,35.89,1
98105,West,Office Supplies,Binders,47.208,7
98105,West,Office Supplies,Paper,248.08,7
98105,West,Office Supplies,Paper,189.7,5
98105,West,Office Supplies,Binders,59.808,3
53209,Central,Furniture,Chairs,90.99,1
53209,Central,Furniture,Chairs,1526.56,7
53209,Central,Furniture,Chairs,368.97,3
90049,West,Office Supplies,Storage,305.01,9
90049,West,Furniture,Furnishings,18.7,1
94122,West,Furniture,Furnishings,38.29,7
92024,West,Furniture,Furnishings,26.25,3
92024,West,Office Supplies,Binders,64.96,14
92024,West,Office Supplies,Envelopes,43.7,5
85301,West,Technology,Accessories,41.6,4
85301,West,Office Supplies,Paper,23.12,5
85301,West,Furniture,Chairs,113.888,2
85301,West,Furniture,Furnishings,113.568,2
85301,West,Technology,Phones,7.92,2
85301,West,Technology,Phones,671.984,2
10035,East,Technology,Phones,39.99,1
13601,East,Furniture,Chairs,191.646,3
45503,East,Office Supplies,Binders,2.313,1
90032,West,Office Supplies,Binders,19.936,4
90032,West,Office Supplies,Fasteners,45.92,4
98115,West,Office Supplies,Paper,20.34,3
98115,West,Office Supplies,Labels,39.28,8
92054,West,Furniture,Chairs,81.568,2
92054,West,Furniture,Chairs,97.184,2
92054,West,Office Supplies,Binders,24.32,5
92054,West,Furniture,Furnishings,18.96,2
60076,Central,Furniture,Furnishings,32.952,6
60076,Central,Office Supplies,Storage,30.016,4
28314,South,Office Supplies,Appliances,499.584,3
28314,South,Office Supplies,Paper,31.104,6
28314,South,Office Supplies,Binders,13.272,8
28314,South,Furniture,Furnishings,28.272,2
28314,South,Office Supplies,Storage,259.136,4
74133,Central,Office Supplies,Binders,10.8,5
75002,Central,Furniture,Tables,244.006,2
75002,Central,Office Supplies,Paper,15.936,4
19143,East,Furniture,Chairs,188.552,7
14609,East,Office Supplies,Storage,22.58,2
29464,South,Furniture,Chairs,545.94,6
19134,East,Office Supplies,Paper,20.736,4
19134,East,Furniture,Furnishings,43.296,2
98115,West,Furniture,Chairs,123.136,4
98115,West,Office Supplies,Binders,11.264,4
97477,West,Office Supplies,Storage,53.424,3
97477,West,Furniture,Tables,275.49,1
31907,South,Furniture,Furnishings,24.96,4
31907,South,Office Supplies,Paper,19.36,2
31907,South,Office Supplies,Storage,1267.65,9
90032,West,Technology,Accessories,12.99,1
90032,West,Office Supplies,Binders,18.56,4
90032,West,Office Supplies,Storage,449.15,5
90032,West,Office Supplies,Binders,31.248,7
10024,East,Office Supplies,Appliances,61.44,3
48227,Central,Office Supplies,Binders,895.92,4
95207,West,Office Supplies,Binders,55.36,4
85023,West,Office Supplies,Storage,55.92,5
19120,East,Office Supplies,Envelopes,24.896,4
19120,East,Furniture,Furnishings,3.984,1
19120,East,Technology,Accessories,95.968,4
19120,East,Technology,Machines,206.991,3
19120,East,Office Supplies,Appliances,44.416,2
19120,East,Office Supplies,Binders,9.006,2
48310,Central,Office Supplies,Binders,19,5
14609,East,Office Supplies,Binders,33.376,4
10011,East,Office Supplies,Appliances,207.48,1
54703,Central,Office Supplies,Binders,91.68,3
10009,East,Office Supplies,Appliances,904.9,5
91730,West,Office Supplies,Binders,34.272,3
42071,South,Furniture,Furnishings,191.82,3
43615,East,Office Supplies,Appliances,243.88,5
80027,West,Office Supplies,Binders,12.03,5
80027,West,Technology,Machines,2549.985,5
80027,West,Office Supplies,Binders,21.594,2
80027,West,Office Supplies,Binders,8.964,6
80027,West,Office Supplies,Paper,20.736,4
10035,East,Furniture,Tables,344.22,2
78577,Central,Office Supplies,Storage,727.296,8
78577,Central,Furniture,Furnishings,22.608,3
78577,Central,Technology,Accessories,666.4,7
84084,West,Office Supplies,Fasteners,5.04,3
84084,West,Office Supplies,Paper,92.94,3
84084,West,Furniture,Furnishings,66.69,3
84084,West,Office Supplies,Binders,91.68,5
78521,Central,Furniture,Bookcases,327.7328,2
10011,East,Office Supplies,Binders,52.272,11
10011,East,Office Supplies,Paper,17.94,3
19140,East,Furniture,Furnishings,254.352,3
59102,West,Office Supplies,Binders,8.288,2
23320,South,Furniture,Chairs,504.9,5
97030,West,Technology,Phones,403.168,4
